person	Karl-Heinz Hocker	died			on the date	date	4/17/1998
person	Karl-Heinz Hocker	was a member of	organization	The Uranium Club
person	Carl Friedrich von Weizsacker	has the first name	first name	Carl
person	Carl Friedrich von Weizsacker	has the middle name	middle name	Friedrich von
person	Carl Friedrich von Weizsacker	has the last name	last name	Weizsacker
person	Karl-Heinz Hocker	was a student of	person	Carl Friedrich von Weizsacker	at	organization	Friedrich-Wilhelms University
person	Karl-Heinz Hocker	received	educational degree	Doctorate of Physics	from	organization	Friedrich-Wilhelms University
person	Karl-Heinz Hocker	was born			in	city	Bremen
person	Karl-Heinz Hocker	studied	concept	geometry for uranium reactors
person	Erich Rudolf Bagge	has the first name	first name	Erich
person	Erich Rudolf Bagge	has the middle name	middle name	Rudolf
person	Erich Rudolf Bagge	has the last name	last name	Bagge
person	Erich Rudolf Bagge	was born			on the date	date	5/30/1912
person	Erich Rudolf Bagge	died			on the date	date	6/5/1996
person	Erich Rudolf Bagge	was a student of	person	Werner Karl Heisenberg
person	Erich Rudolf Bagge	was a member of	organization	The Uranium Club
person	Erich Rudolf Bagge	developed	thing	gaseous uranium enrichment device
organization	Tube Alloys	was the	organization	Nuclear Weapons Program	of	country	Great Britain
organization	Manhattan Project	was the	organization	Nuclear Weapons Program	of	country	United States of America
organization	The Uranium Club	was the	organization	Nuclear Weapons Program	of	country	Germany
person	Francis Perrin	has the first name	first name	Francis
person	Francis Perrin	has the last name	last name	Perrin
person	Francis Perrin	was born			on the date	date	8/17/1901
person	Francis Perrin	died			on the date	date	7/4/1992
person	Jean Perrin	has the first name	first name	Jean
person	Jean Perrin	has the last name	last name	Perrin
person	Francis Perrin	was the child of	person	Jean Perrin
person	Francis Perrin	was born			in	city	Paris, France
person	Francis Perrin	discovered	thing	Oklo natural reactor	in the year	year	1972
person	Lew Kowarski	has the first name	first name	Lew
person	Lew Kowarski	has the last name	last name	Kowarski
person	Lew Kowarski	was born			on the date	date	2/10/1907
person	Lew Kowarski	died			on the date	date	7/30/1979
person	Lew Kowarski	was born			in	city	Geneva
person	Lew Kowarski	worked with	person	Frederic Joliot-Curie	starting	year	1934
person	Lew Kowarski	was a member of	organization	The Paris Group
person	Lew Kowarski	was a member of	organization	Tube Alloys	during	war	World War II
person	Lew Kowarski	was the supervisor of	job	Canada's first nuclear reactor construction at Chalk River Laboratories	in the year	year	1945
person	Lew Kowarski	was the supervisor of	job	France's first two nuclear reactors	for the time period	time period	1948 to 1952
person	Hans von Halban	has the first name	first name	Hans
person	Hans von Halban	has the last name	last name	von Halban
person	Hans von Halban	was born			on the date	date	1/24/1908
person	Hans von Halban	died			on the date	date	11/28/1964
person	Hans von Halban Sr	has the first name	first name	Hans
person	Hans von Halban Sr	has the last name	last name	Halban Sr
person	Hans von Halban	was the child of	person	Hans von Halban Sr
person	Hans von Halban	received	educational degree	Doctorate of Physics	from	organization	Swiss Federal Institute of Technology
person	Lew Kowarski	received	educational degree	Doctorate of Physics	from	organization	University of Paris
person	Hans von Halban Sr	has the middle name	middle name	von
person	Hans von Halban	received	educational degree	Doctorate of Physics	in the year	year	1936
person	Hans von Halban	went to school at	organization	Swiss Federal Institute of Technology	in	city	Zurich
person	Hans von Halban	worked with	person	Niels Henrik David Bohr	at	organization	University of Copenhagen
person	Hans von Halban	worked with	person	Otto Robert Frisch	on	project	heavy water research
person	Hans von Halban	was a member of	organization	The Paris Group	as of	year	1937
person	Francis Perrin	was a member of	organization	The Paris Group
person	James Chadwick	has the title	title	Sir
person	James Chadwick	has the first name	first name	James
person	James Chadwick	has the middle name	middle name	Chadwick
person	James Chadwick	was born			on the date	date	10/20/1891
person	James Chadwick	died			on the date	date	7/24/1974
person	James Chadwick	was a member of	organization	Manhattan Project	during	war	World War II
person	James Chadwick	was a student of	person	Hans Geiger	at	organization	Technical Institute of Berlin
person	James Chadwick	was a student of	person	Ernest Rutherford	at	organization	Technical Institute of Berlin
person	James Chadwick	received	award	Nobel Prize for Physics	in the year	year	1935
person	James Chadwick	discovered	thing	neutron	in the year	year	1932
person	James Chadwick	was the	job title	Professor of Physics	at	organization	University of Liverpool
person	James Chadwick	received	award	Hughes Medal of the Royal Society	in the year	year	1932
person	James Chadwick	was elected to	organization	MAUD Committee	in the year	year	1940
person	Leslie Richard Groves	was responsible for	project	The Manhattan Project
person	Leslie Richard Groves	was responsible for	activity	all aspects of the acquisition of the atomic bomb including: research, development, testing, evaluation, production, and fielding of the weapons system	of	organization	Manhattan Project
